"Data Source","World Development Indicators",

"Last Updated Date","2026-04-08",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025",
"St. Lucia","LCA","Rural population","SP.RUR.TOTL","73812","74390","75054","75713","76343","76965","77559","78193","78908","79625","80373","81143","81862","82561","83270","83995","84734","85472","86212","86976","87833","88770","89699","90628","91593","92612","93642","94645","95553","96354","97135","98259","99782","101386","103098","104985","106872","108749","110664","112568","114436","116146","118098","120583","123432","126500","129642","132651","135351","137627","139267","140062","140452","140557","140370","139888","139083","137928","136434","134582","132346","129528","126760","127117","127443","",
"Latin America & Caribbean","LCN","Rural population","SP.RUR.TOTL","111782388","113327634","114849799","116323815","117728734","119040531","120242931","121334620","122324217","123222877","124029672","124654185","125097292","125351976","125442470","125402166","125277941","125145717","125081943","125124306","125351268","125700150","126064154","126465504","126899595","127339806","127717422","128059889","128389164","128688504","128977969","129209039","129425458","129656429","129819775","129840023","129643128","129143083","128418224","127691474","127126965","126743801","126447875","126249085","126169822","126196338","126370075","126563319","126763138","126954598","127122902","127302585","127470488","127552101","127562366","127484057","127345772","127163946","127034493","126735550","126276280","125729844","125215636","124661052","124016256","",
"Least developed countries: UN classification","LDC","Rural population","SP.RUR.TOTL","222117420","226882370","231812153","236860691","242055165","247411496","252879594","258546908","264359695","270089836","275619105","280529486","285482682","291407018","298631742","305394388","310800995","316041127","321710760","327760542","333251095","338909642","345837656","353526507","361259434","368933601","376584450","384180552","391855942","399655961","407506098","415270799","424450570","434598080","444374211","454149312","464245049","474216099","484098102","493844836","503222048","512550624","522503271","532487940","541942537","551436201","561023749","570546192","579617308","589388781","599333679","609824414","620759838","631764644","642667810","653497403","664498549","675628418","686855913","698709267","711015995","722993213","734542902","746457452","758212271","",
"Low income","LIC","Rural population","SP.RUR.TOTL","98280583","100095072","101993591","103957909","106010598","108127555","110287885","112537230","114873707","117266964","119745808","122275614","124754800","127387936","130223034","133141183","136142011","139260614","142855205","146669467","149836922","152020728","154633531","158150625","161711941","165147822","168492736","171647561","174782584","178108254","181423311","184346160","188587837","193791050","198346488","202946629","208239942","213382896","218509148","223808933","228855300","234048396","240180949","246643972","252869022","259371144","266267334","273025051","279795352","286739447","293588074","299972640","305374359","310317912","316277799","322968010","329962873","337210129","344768633","352805433","360784450","368555820","376087118","384084597","392140365","",
"Liechtenstein","LIE","Rural population","SP.RUR.TOTL","13088","13431","13901","14455","15032","15441","15835","16350","16938","17183","17252","17634","18072","18607","19153","19477","19651","19967","20447","20897","20849","20988","21482","21668","21829","22105","22449","22762","23135","23486","23878","24298","24671","25079","25424","25716","26001","26274","26758","27330","27752","28250","28704","29059","29398","29681","29943","30151","30344","30584","30829","31079","31374","31651","31872","32075","32255","32452","32679","32930","33196","33423","33691","33997","34521","",
"Sri Lanka","LKA","Rural population","SP.RUR.TOTL","7965488","8115948","8271146","8433433","8596023","8751279","8901603","9053805","9211850","9376088","9549641","9736146","9935380","10135471","10333876","10534511","10741685","10955285","11177526","11408440","11639854","11859827","12036644","12157252","12247810","12385130","12597157","12814168","13017655","13231530","13394150","13573369","13869278","14183883","14466197","14777492","15128572","15475415","15818142","16151590","16472469","16743814","16911976","17013527","17091939","17150228","17201262","17243569","17271692","17281224","17277734","17271933","17303541","16790708","16910095","17028425","17184641","17344585","17482466","17552585","17609245","17763212","17747508","17597528","17467118","",
"Lower middle income","LMC","Rural population","SP.RUR.TOTL","670093378","684951215","700025479","715350761","730865103","746195275","761211698","776405614","791776170","807179784","823121719","838538015","853860954","870195151","887910304","905628674","922298824","939654090","957013652","975222504","995409950","1016953648","1038985302","1061447529","1084308433","1107655395","1131282874","1155032111","1178860623","1202876391","1227876719","1251935878","1275637997","1299420982","1323001337","1346550953","1369888934","1393045027","1416068238","1438518778","1460554736","1481999030","1501944774","1520639461","1538790453","1555903503","1572448293","1589220529","1605365710","1621216835","1637400049","1653695548","1670268305","1685714753","1701119872","1715698131","1730160777","1744309834","1757603057","1770169985","1782039828","1792210386","1801755297","1811768383","1822135823","",
"Low & middle income","LMY","Rural population","SP.RUR.TOTL","1613483439","1632888603","1672802492","1712602738","1738789736","1777432627","1817096779","1856115720","1896080074","1937427291","1979904493","2022158093","2062552831","2101315118","2141093492","2176806475","2210920373","2244194339","2275522143","2301437587","2334242636","2364714521","2401080619","2431617090","2457809521","2491625852","2525026297","2559113941","2596286184","2634201124","2677102178","2708738691","2741912319","2774710295","2806033770","2836477801","2855783101","2873517874","2889954417","2904833448","2915666752","2930965638","2942287862","2951951517","2963335175","2973921787","2982423223","2987590760","2998212416","3005314735","3018539224","3009037949","3016572542","3019065342","3023155343","3022956411","3025375501","3029467499","3031217389","3034876976","3042755892","3041848684","3049032544","3059099124","3069499124","",
"Lesotho","LSO","Rural population","SP.RUR.TOTL","709556","726633","743854","761298","779105","797575","819239","844612","871086","897906","925260","953307","982251","1012360","1044208","1078528","1112872","1145328","1178275","1212726","1248461","1285266","1323052","1361716","1401127","1441198","1477822","1508138","1534510","1557315","1576562","1592526","1605566","1615771","1623591","1630055","1635327","1636968","1633995","1627190","1616609","1602733","1585917","1565753","1541435","1513013","1491222","1480210","1471039","1460721","1449269","1437700","1426142","1414037","1401139","1387141","1373956","1369153","1363243","1356484","1349643","1342108","1333479","1324978","1316483","",
"Late-demographic dividend","LTE","Rural population","SP.RUR.TOTL","786273903","785934256","805813530","825254429","830767374","849004690","868057164","886158882","904838302","924751494","945439709","966744638","986072593","1002591551","1018634175","1030735865","1042597691","1053606304","1062123512","1063797628","1071065003","1075481143","1084847816","1087507776","1085699712","1091304856","1096420405","1102593756","1112014464","1122024711","1136139288","1140600301","1146747290","1151769897","1155941624","1159188250","1150519494","1141229218","1130958209","1120121709","1104962315","1094678891","1080949757","1066411858","1054493087","1042389905","1028283398","1011386892","1000323739","985634714","976421308","944842859","932176703","917173160","904120497","885993189","868318882","851731213","832985313","816633104","804565277","785863533","776670095","769778408","762438962","",
"Lithuania","LTU","Rural population","SP.RUR.TOTL","1673770","1675270","1674471","1669171","1661300","1651772","1640873","1627100","1607774","1574432","1549798","1547380","1522398","1497232","1472896","1445497","1419805","1397440","1371447","1343490","1315682","1288878","1267820","1251537","1236947","1224550","1212907","1201068","1191537","1191139","1196235","1199657","1200281","1196949","1191316","1185012","1178941","1173146","1167412","1161651","1155657","1147848","1140044","1135228","1127867","1110439","1090902","1075423","1063323","1050668","1029187","1006793","990790","976940","964844","954021","944067","935191","926207","920752","915465","893312","898008","902383","900317","",
"Luxembourg","LUX","Rural population","SP.RUR.TOTL","95732","95564","95526","95134","94664","94078","92993","91474","89850","88425","87032","85990","84894","83446","81999","80310","78191","75995","74089","72616","71729","71376","71141","70930","70826","70821","71012","71341","71704","72202","72841","73433","73728","73673","73335","72781","72002","71011","69941","68936","67983","67035","66019","65077","64225","63384","62511","61520","60574","59545","58361","57245","56065","54655","53085","51325","49263","47132","44557","41794","38707","34652","34219","34644","34908","",
"Latvia","LVA","Rural population","SP.RUR.TOTL","910243","910190","909350","908962","908850","906941","901725","896548","892641","887005","879149","870810","862373","853762","845438","836498","826804","817896","810024","802073","793566","785458","778738","773467","769277","766393","766147","769297","774581","778609","780307","781981","778434","771514","767560","765585","765436","765299","764105","761949","756384","747512","739686","733304","725994","718758","712675","707275","700182","688924","674845","662677","654376","647120","640630","634855","628410","622089","616387","611154","605842","599628","596572","596032","588129","",
"Macao SAR, China","MAC","Rural population","SP.RUR.TOTL","8231","8219","8299","8257","9822","10991","10256","9517","8798","8127","7688","6972","6515","6075","5648","5235","4833","4449","4121","3863","3637","3427","3270","3138","2957","2683","2394","2132","1851","1571","1302","1068","852","647","482","368","280","194","120","60","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"St. Martin (French part)","MAF","Rural population","SP.RUR.TOTL","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Morocco","MAR","Rural population","SP.RUR.TOTL","8212478","8392356","8558637","8721845","8878636","9043857","9214773","9390294","9564594","9738052","9911492","10092178","10239757","10395873","10548872","10700331","10847117","10996661","11150423","11303330","11462362","11623895","11773144","11943862","12095189","12228705","12335707","12413748","12467617","12518941","12569530","12609634","12654099","12694789","12683797","12735372","12811519","12897973","12994519","13094824","13192099","13284340","13366108","13431845","13485221","13527656","13550778","13556638","13551270","13539212","13529411","13526226","13530602","13545995","13578255","13620954","13671138","13726223","13773369","13816976","13867850","13925421","13993977","14076664","14166268","",
"Monaco","MCO","Rural population","SP.RUR.TOTL","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Moldova","MDA","Rural population","SP.RUR.TOTL","1580141","1598129","1622060","1640204","1654273","1650149","1646286","1655207","1658850","1659670","1658654","1654217","1644002","1636839","1636641","1633417","1630877","1629725","1625486","1624106","1624556","1625167","1625544","1620501","1614514","1610276","1606343","1595063","1579590","1568786","1578931","1582929","1598320","1604320","1606037","1603021","1618454","1617568","1739696","1742931","1742558","1760382","1757873","1753690","1753655","1751580","1751102","1740920","1739343","1738453","1738007","1735102","1734460","1732104","1725267","1710225","1689275","1653839","1615501","1577959","1545850","1510461","1456381","1400907","1356907","",
"Madagascar","MDG","Rural population","SP.RUR.TOTL","4556981","4661032","4766701","4874122","4983797","5096512","5213040","5334873","5462595","5595204","5731918","5870386","6009880","6152834","6302455","6461289","6626659","6797304","6973559","7155250","7341196","7529547","7721195","7916915","8116172","8319656","8525725","8735573","8953061","9179322","9415550","9661577","9916089","10181466","10459905","10752028","11058510","11378169","11709179","12047011","12385672","12722244","13056477","13391828","13734100","14087308","14451179","14824434","15207810","15601666","16001915","16401547","16799386","17199456","17602848","18008943","18420316","18839987","19268963","19667704","20064250","20453085","20837415","21219490","21597446","",
"Maldives","MDV","Rural population","SP.RUR.TOTL","80825","82798","84856","86981","89129","92171","96146","99779","102824","105663","108543","111176","113324","115054","116495","117894","119450","121280","123214","125136","127216","129480","131909","134506","137573","141652","146465","151472","156470","161459","166656","171990","177197","182133","186723","191081","194920","198034","200522","202508","204171","204895","204457","203419","202386","202024","204418","209503","215372","221601","228148","234938","241854","248741","255641","262984","270613","278052","285315","292398","299270","305874","308886","307656","306133","",
"Middle East, North Africa, Afghanistan & Pakistan","MEA","Rural population","SP.RUR.TOTL","111035558","112938684","114863742","116870310","118980631","121242258","123651647","126043048","128536048","131077976","133655395","136187445","138718454","141408528","144194986","147193195","150459563","153676229","157056610","160499425","164023716","167454118","170989909","174951812","179130623","183389355","187750000","192141960","196729685","201483900","206985461","211916479","216776771","221890373","226728364","231361321","236044879","240395103","244928037","249490050","253861074","258220997","262864295","267723831","272586044","277524933","282785929","287901680","293004442","298242532","303063449","307750276","311322747","314112399","317741535","321851523","325919197","330021511","334181191","338377677","342793616","346800720","351076432","355576479","360270699","",
"Mexico","MEX","Rural population","SP.RUR.TOTL","18087875","18348218","18620030","18894427","19170190","19448188","19727893","20007329","20284417","20555804","20817962","21063276","21291006","21503524","21701699","21885847","22055989","22215380","22370634","22522966","22670723","22795893","22896615","22990513","23079328","23165618","23252340","23341948","23435708","23530866","23637698","23759273","23885516","24012317","24138761","24263700","24382558","24491294","24589937","24676641","24734981","24733731","24692487","24667298","24712764","24892302","25206493","25556827","25927977","26303814","26673841","27005264","27267099","27460943","27581360","27616126","27579283","27492678","27372429","27220160","27036144","26892400","26751936","26631040","26494276","",
"Marshall Islands","MHL","Rural population","SP.RUR.TOTL","9581","9735","9866","9971","10043","10082","10075","10148","10342","10443","10297","9947","9615","9514","9749","10138","10572","11035","11506","11965","12417","12836","13158","13368","13499","13595","13694","13849","14109","14420","14693","14945","15167","15358","15524","15667","15791","15896","15978","16050","16086","16044","15922","15738","15508","15248","14970","14677","14377","14091","13838","13571","13230","12833","12410","11971","11521","11062","10602","10147","9700","9259","8823","8402","7985","",
"Middle income","MIC","Rural population","SP.RUR.TOTL","1515202856","1532793531","1570808901","1608644829","1632779138","1669305072","1706808894","1743578490","1781206367","1820160327","1860158685","1899882479","1937798031","1973927182","2010870458","2043665292","2074778362","2104933725","2132666938","2154768120","2184405714","2212693793","2246447088","2273466465","2296097580","2326478030","2356533561","2387466380","2421503600","2456092870","2495678867","2524392531","2553324482","2580919245","2607687282","2633531172","2647543159","2660134978","2671445269","2681024515","2686811452","2696917242","2702106913","2705307545","2710466153","2714550643","2716155889","2714565709","2718417064","2718575288","2724951150","2709065309","2711198183","2708747430","2706877544","2699988401","2695412628","2692257370","2686448756","2682071543","2681971442","2673292864","2672945426","2675014527","2677358759","",
"North Macedonia","MKD","Rural population","SP.RUR.TOTL","947031","942846","934571","924484","916056","906786","897758","889495","882615","877590","874846","874338","874935","876246","878279","881133","884573","888024","891362","894747","897996","900905","901324","899215","896895","894579","892093","889483","886602","882884","877614","864998","842342","815517","801931","804854","811895","807427","816222","828121","841101","852731","851039","852575","849766","845018","840001","834595","828828","822140","815096","809039","802952","796414","789969","782757","774300","764328","752635","738709","720931","703905","696910","689967","682957","",
"Mali","MLI","Rural population","SP.RUR.TOTL","5023153","5078141","5133767","5189306","5244623","5300713","5357204","5414747","5474667","5536390","5601243","5668112","5738518","5815452","5896654","5980959","6067183","6158841","6257387","6361152","6472483","6589146","6709635","6835391","6960735","7078938","7189107","7293824","7401715","7521398","7652273","7787428","7927623","8075706","8231488","8390357","8549669","8720058","8914259","9132478","9365611","9610944","9869848","10140426","10422042","10713040","11010413","11314683","11625081","11938495","12256126","12576101","12860109","13146503","13467325","13787281","14115796","14450685","14779604","15095076","15412351","15738096","16058195","16399940","16741508","",
"Malta","MLT","Rural population","SP.RUR.TOTL","32245","32503","32803","33115","33408","33519","33411","33162","32790","32396","32202","32179","32115","32043","31966","32138","32228","32271","32515","32743","32974","33094","33675","34005","33855","34294","34602","34229","33588","32757","31762","31210","30117","29092","28218","27562","27151","26876","26624","26400","26220","26088","25963","25812","25648","25448","25134","24762","24442","24161","23871","23662","23679","23829","24221","24704","25089","25368","25530","25532","24825","23241","23367","24170","24719","",
"Myanmar","MMR","Rural population","SP.RUR.TOTL","17602689","17882622","18168786","18462767","18766183","19082585","19410707","19750394","20103603","20471264","20855485","21253637","21668461","22079094","22477713","22885207","23298701","23725541","24168327","24615779","25066977","25515868","25954690","26429334","26941223","27438611","27907794","28346072","28759607","29157361","29542932","29905656","30249525","30587063","30921961","31252113","31579101","31906875","32228841","32535026","32820186","33087633","33340692","33573870","33783325","33970237","34141639","34309349","34425861","34547274","34737926","34953415","35187415","35429949","35671541","35907084","36143327","36375667","36593932","36807311","37027107","37244507","37462516","37686829","37904863","",
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)","MNA","Rural population","SP.RUR.TOTL","108248795","110120610","112002767","113974799","116054135","118291678","120684929","123053590","125533092","128057484","130615841","133134070","135656247","138330028","141098573","144072951","147308547","150486295","153823047","157216855","160692180","164079421","167573623","171490525","175622466","179821053","184105396","188412240","192918320","197590046","203007963","207830061","212563782","217549250","222261384","226770913","231319241","235525829","239919394","244344591","248552074","252725207","257190674","261884268","266589305","271386251","276478600","281381262","286272262","291348731","296260581","300693212","303977243","306458983","309935901","313742147","317575540","321676310","326016299","330299489","334564400","338733460","342710898","346870325","351251243","",
"Montenegro","MNE","Rural population","SP.RUR.TOTL","362495","364529","367960","371147","372680","371646","367543","360904","353096","345993","340824","337870","336332","335328","333863","331334","327774","323748","319858","316861","315329","315604","317029","318821","320311","321005","320620","319216","317057","314573","312029","309371","305943","301347","295526","288518","280536","271982","263306","255006","247485","242113","237673","234506","231783","229265","226875","224772","223087","221886","221093","220712","220452","220238","220037","219764","219435","219098","218718","218306","217746","216727","215754","215285","214853","",
"Mongolia","MNG","Rural population","SP.RUR.TOTL","617123","617613","621943","630161","640040","652166","665698","679409","692012","702692","712489","722269","732170","742261","752604","763225","774111","785051","795396","804525","812164","818691","824787","831089","838316","847266","858797","873710","892548","912581","901989","931312","933284","933211","944833","961358","977415","992339","1006965","1021687","1033404","1034420","1025383","1008155","983724","955914","928318","903907","886284","878221","881020","893861","910061","928331","948370","968596","989123","1009982","1030844","1051285","1061728","1041674","1037548","1028802","1023718","",
"Northern Mariana Islands","MNP","Rural population","SP.RUR.TOTL","1734","1709","1731","1785","1880","2010","1998","1909","1942","1975","2027","1869","1720","1889","1994","2046","2090","2130","2166","2202","2339","2596","2861","3100","3312","3502","3678","3852","4039","4256","4448","4566","4668","4771","4872","5034","5384","5825","6212","6568","6728","6627","6450","6264","6072","5874","5672","5466","5258","5050","4896","4811","4737","4655","4565","4469","4367","4260","4150","4035","3949","3860","3742","3623","3509","",
"Mozambique","MOZ","Rural population","SP.RUR.TOTL","6470414","6573150","6685327","6799872","6915512","7033479","7152840","7273330","7396318","7521524","7651617","7798521","7969767","8159320","8363055","8582772","8817058","9074226","9357450","9650252","9848088","9969911","10095385","10198651","10280980","10342822","10384577","10281822","10118220","10056301","10058174","10115040","10178109","10378127","10983066","11551100","11846558","12110359","12342864","12583144","12828113","13085095","13352617","13630072","13916152","14211196","14514775","14824749","15150585","15501456","15872651","16269067","16688090","17119791","17562667","18015903","18484825","18976420","19445319","19897700","20346663","20784486","21209035","21622370","22014294","",
"Mauritania","MRT","Rural population","SP.RUR.TOTL","767779","782939","798711","815237","832566","849264","865923","882869","899906","916903","933739","950202","966178","981686","996718","1011171","1025065","1037152","1045549","1049907","1051544","1051671","1051345","1051704","1054246","1060621","1072504","1091945","1120980","1150239","1181462","1219005","1269772","1325949","1375878","1418386","1450827","1487277","1529534","1573309","1618881","1657963","1687284","1712423","1733575","1751469","1766789","1780346","1796048","1814356","1832674","1851760","1872009","1891231","1906189","1916826","1924057","1928579","1946297","1963128","1978808","1993309","2008173","2023328","2036387","",
"Mauritius","MUS","Rural population","SP.RUR.TOTL","408981","405299","413091","420254","426907","433169","439165","445017","450848","456786","462956","469445","476298","483920","492666","502539","513276","524602","534546","546926","558959","569550","578079","583986","588904","590535","590647","590227","589815","591041","593973","600798","609825","618749","629598","637508","646760","657717","667449","678613","687637","695249","702310","709667","716405","722926","728542","734051","738816","742784","746431","749356","753065","756478","759389","761883","763835","765890","767604","769074","770234","771487","770139","761625","759723","",
"Malawi","MWI","Rural population","SP.RUR.TOTL","3481416","3561807","3645036","3731143","3819327","3909060","4001219","4094559","4186960","4277888","4368279","4460580","4556069","4656115","4762741","4877266","5001697","5142103","5305659","5491152","5693253","5907961","6132504","6365479","6604496","6847529","7086538","7412551","7798684","8144349","8436154","8659874","8873357","8960963","8816484","8766104","8906912","9059143","9236247","9439278","9655094","9879558","10113551","10359803","10621676","10900650","11195745","11506250","11834698","12178616","12531668","12890958","13254906","13624958","14000961","14380281","14766123","15159958","15559484","15955305","16350617","16741827","17130747","17522023","17915742","",
"Malaysia","MYS","Rural population","SP.RUR.TOTL","5882266","6004427","6132373","6264920","6400309","6536413","6671837","6801826","6927212","7053535","7183646","7320148","7459055","7597359","7735108","7870994","8005182","8136946","8264908","8388328","8537629","8697722","8826577","8927860","9004549","9059994","9095102","9111057","9111524","9101152","9089020","9080924","9066425","9037466","9001349","8961059","8917213","8870541","8823967","8776791","8734785","8700564","8663306","8619328","8570939","8521774","8475077","8432956","8396789","8368173","8349568","8333194","8315081","8301462","8294028","8295810","8310174","8336276","8371410","8414399","8455042","8396149","8335892","8274535","8207767","",
"North America","NAC","Rural population","SP.RUR.TOTL","59782166","59826415","59739312","59572151","59390418","59181208","59016637","58920053","58893104","59021332","59477235","60213367","60818359","61399805","61988618","62626027","63221536","63826279","64442508","65070183","65608205","66109499","66520920","66828472","67050498","67245175","67446191","67627251","67788312","67978737","68227173","68433571","68434908","68199773","67779802","67270766","66749345","66303491","65920723","65675429","65602808","65527558","65384937","65188629","65058532","64979905","65010964","65126169","65356490","65689875","66167706","66687286","67261535","67853082","68516274","69221926","70008365","70805879","71624418","72484872","73187786","73210259","73567073","74124790","74740630","",
"Namibia","NAM","Rural population","SP.RUR.TOTL","453091","460510","468907","478237","488474","499592","511571","524574","538455","553185","568827","585220","602454","620234","638660","658063","676567","694297","705746","716696","729856","737332","749725","768968","789002","810650","834516","860065","889002","945059","1001410","1032436","1062026","1091078","1118448","1142810","1164170","1183521","1201802","1219079","1234554","1246868","1254072","1255057","1251951","1247069","1241500","1236121","1231656","1228727","1228024","1231398","1242604","1258911","1275805","1293748","1312902","1333305","1355074","1378204","1404019","1431772","1458438","1482893","1502678","",
"New Caledonia","NCL","Rural population","SP.RUR.TOTL","50611","51247","51832","52227","52272","52047","51736","51472","51392","51867","52995","54448","56019","57706","59503","61382","62673","63049","63134","63234","63360","63519","63724","64195","64967","65804","66670","67581","68525","69723","71284","72998","74726","76414","78053","79640","81107","82420","83599","84661","85647","86538","87293","87916","88364","88177","87258","86198","85474","85759","87097","88689","90341","92020","93410","93933","93841","93660","93402","93143","92997","92942","93108","93479","93786","",
"Niger","NER","Rural population","SP.RUR.TOTL","3304916","3397069","3491649","3587065","3681770","3775769","3869790","3962833","4053277","4141654","4228920","4314765","4401081","4490232","4582811","4680615","4785525","4899795","5024010","5156611","5295837","5439890","5588074","5740931","5898785","6063260","6235952","6416263","6603797","6800039","7006026","7220669","7443251","7675882","7920122","8179718","8456375","8733637","9025761","9332895","9653038","9981310","10340096","10715078","11107654","11518235","11947429","12395923","12864272","13352650","13861034","14388520","14944692","15516663","16094276","16688650","17295394","17897805","18494887","19089517","19683688","20280521","20888147","21516311","22153132","",
"Nigeria","NGA","Rural population","SP.RUR.TOTL","38641725","39187369","39753975","40336957","40932549","41538815","42145856","42733931","43328406","43948232","44594845","45263841","45959669","46701973","47506680","48385039","49319640","50318320","51367829","52439527","53542529","54633427","55690305","56531817","57358521","58345228","59270473","60170058","61080567","62007497","62947356","63855045","64755237","65665998","66563245","67448682","68309339","69151508","69989117","70830258","71686040","72559112","73437219","74312783","75184138","76038866","76887720","77804901","78717888","79623758","80525477","81421843","82281965","83078003","83796300","84405544","84937802","85411312","85755936","85970564","86099297","86166415","86197021","86197462","86148256","",
"Nicaragua","NIC","Rural population","SP.RUR.TOTL","1084196","1106398","1128742","1151144","1171635","1189359","1205483","1221086","1237370","1255638","1277410","1304251","1331435","1359395","1390889","1423316","1456661","1490789","1524375","1556132","1589639","1625710","1661604","1696683","1730395","1763358","1796402","1829525","1863563","1899350","1935875","1972671","2009389","2045540","2080891","2115067","2146370","2174702","2200824","2225446","2249332","2271599","2292250","2312062","2331725","2353862","2378560","2403303","2427836","2452074","2476151","2500083","2523881","2547477","2570842","2594132","2617446","2640863","2664457","2688087","2711154","2733696","2759875","2789145","2817439","",
"Netherlands","NLD","Rural population","SP.RUR.TOTL","4601540","4639220","4686268","4746057","4746801","4775274","4820274","4834777","4864109","4919390","4943446","4907657","4921633","4903760","4846428","4865890","4888766","4907168","4932051","4939812","4953695","4880583","4800580","4752451","4708073","4692404","4667449","4669079","4659795","4637388","4636854","4640401","4660211","4624010","4551773","4530474","4282794","3816142","3651562","3627175","3426743","3179702","3099217","3033948","2889861","2691979","2508599","2390266","2365705","2277504","2101801","2002181","1921083","1819080","1714079","1646768","1604200","1520922","1274064","1059806","1002323","941616","887595","836261","784579","",
"Norway","NOR","Rural population","SP.RUR.TOTL","1837100","1839454","1817403","1773491","1713678","1643599","1568617","1494538","1426573","1370280","1332284","1310243","1293350","1277359","1262197","1248102","1234990","1223403","1213483","1205294","1199229","1195534","1193839","1192960","1192354","1192411","1193204","1194971","1196804","1195945","1192835","1186524","1172350","1155478","1142697","1136886","1130385","1114397","1093214","1077998","1071819","1065432","1053055","1038048","1030036","1025168","1021260","1016836","1013050","1011276","1014764","1024714","1029280","1017327","996021","973496","958964","951439","943119","936225","930488","926916","930093","934366","928934","",
"Nepal","NPL","Rural population","SP.RUR.TOTL","9767872","9949827","10140172","10337120","10542199","10757573","10980819","11211980","11451463","11696599","11948040","12201633","12426071","12599185","12729568","12828518","12902386","12971569","13052177","13150007","13281092","13457727","13672015","13910613","14161441","14413851","14665424","14907048","15145465","15396002","15666139","15947172","16246713","16512329","16719028","16884271","16990290","17046158","17052821","17010199","16912686","16761981","16454746","15915391","15190879","14336928","13413970","12488061","11629789","10906207","10385661","10123426","10007333","9896130","9805958","9751901","9703476","9642345","9600327","9664364","9818195","9978990","10014311","9934840","9852350","",
"Nauru","NRU","Rural population","SP.RUR.TOTL","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"New Zealand","NZL","Rural population","SP.RUR.TOTL","892376","874225","872215","869174","866822","855826","834005","781790","697926","612437","549612","527215","524691","525246","528660","532811","532049","528799","524783","519121","516586","515741","518567","523762","526376","527234","523578","522160","515624","509599","506660","526002","526906","528746","532063","536582","542228","546792","549339","550126","551421","552796","560444","569528","576265","581643","588535","594323","600015","607018","615128","621506","626933","634864","654546","684409","721664","761988","793810","804942","821024","822183","820454","837725","849328","",
"OECD members","OED","Rural population","SP.RUR.TOTL","310850772","310949306","310869751","310531272","309899009","308989904","307900364","306747506","305583052","304561118","303853490","303887268","303635954","303264636","302991516","303178795","303322590","303569974","304022020","304396427","304330493","304483922","304507018","304435144","304148224","303777021","303311065","302727152","302104692","301636794","301433833","301434558","301227688","300669193","299815281","298889338","297711264","296365746","295307762","294446575","293306543","291686028","289103375","286062463","283046048","280576344","278915807","277428139","276380572","275446422","274609368","273900472","272518049","269266913","265811016","263359994","262857733","263524689","264002284","263953007","263754555","262617419","262622947","262947429","262808742","",
"Oman","OMN","Rural population","SP.RUR.TOTL","443485","445474","446935","447926","448487","448633","448346","447634","446489","444900","442845","440341","437393","434044","432674","433483","435031","437583","440759","444174","447548","451157","455162","459272","463285","470655","480826","490437","500196","510751","522760","536853","553629","573301","589815","600994","611688","621769","631359","640602","649493","657997","666054","673856","684343","692243","694284","692201","687946","683679","685005","748928","848178","901298","924993","949865","976876","983969","967137","937623","903702","894505","945492","1031551","1085671","",
"Other small states","OSS","Rural population","SP.RUR.TOTL","3339093","3356050","3386687","3421890","3455923","3487861","3519231","3547787","3575875","3608540","3643956","3684069","3720926","3753488","3767622","3776729","3802454","3836975","3870640","3908178","3948788","3990154","4030600","4071040","4112506","4155965","4202946","4253375","4308429","4371326","4442911","4518983","4554946","4582458","4617442","4643319","4694394","4753942","4811666","4771820","4743834","4829260","4914250","4971947","5007445","5046438","5090819","5135191","5179122","5222816","5270544","5316414","5363414","5409597","5454361","5498527","5540057","5581754","5624466","5665305","5704532","5741681","5786082","5803126","5824319","",
